epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
75,13958.1,1.50535,1.19779,0.01878,0.68782,0.54184,0.58908,0.36772,1.49554,1.60693,0.02285,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
76,14133.3,1.50376,1.2012,0.01869,0.68228,0.54515,0.58972,0.36879,1.49617,1.60473,0.02288,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
77,14310,1.50093,1.20377,0.01854,0.67896,0.54678,0.58843,0.36792,1.49579,1.60816,0.0228,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
78,14485.9,1.50169,1.18938,0.0187,0.6861,0.54553,0.59028,0.36838,1.49763,1.60629,0.02284,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
79,14658.7,1.50226,1.19423,0.01866,0.6896,0.53931,0.58979,0.36813,1.50009,1.60582,0.02286,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
80,14830.2,1.50057,1.17831,0.01856,0.68734,0.5415,0.58936,0.36743,1.50114,1.60399,0.0229,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
81,15001.7,1.50166,1.18237,0.01875,0.67973,0.54531,0.58937,0.36731,1.50109,1.6034,0.02289,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
82,15171.7,1.48876,1.17706,0.01852,0.67876,0.54665,0.58733,0.36623,1.50007,1.60495,0.02286,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
83,15343.6,1.48675,1.17825,0.01833,0.68313,0.54431,0.5885,0.36633,1.50118,1.60327,0.02286,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
84,15518.5,1.4891,1.17257,0.01843,0.6969,0.53082,0.58746,0.36613,1.49909,1.60386,0.02282,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
85,15690,1.4839,1.17676,0.01847,0.68769,0.53818,0.58834,0.36701,1.49725,1.60704,0.02274,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
86,15865.6,1.48647,1.16648,0.01834,0.68878,0.53853,0.58733,0.36687,1.49696,1.60794,0.02275,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
87,16039,1.48749,1.15961,0.01846,0.68011,0.54391,0.58798,0.3673,1.49662,1.61236,0.02273,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
88,16212.1,1.48171,1.16422,0.01837,0.69239,0.53187,0.58837,0.36769,1.49993,1.60594,0.02281,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
89,16386.4,1.48921,1.14355,0.01844,0.69193,0.53118,0.58837,0.3668,1.50222,1.60214,0.02284,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
90,16563.2,1.4859,1.14091,0.01841,0.69721,0.52979,0.5884,0.36653,1.50372,1.60231,0.02288,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
91,16736.1,1.48681,1.1445,0.01852,0.69628,0.5282,0.58749,0.36704,1.50524,1.6009,0.02291,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
92,16908.9,1.48282,1.14259,0.01833,0.69672,0.52742,0.58734,0.36728,1.50663,1.60082,0.02296,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
93,17083.8,1.47877,1.14359,0.0183,0.68991,0.52714,0.58698,0.367,1.50611,1.602,0.02293,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
94,17255.1,1.48147,1.14397,0.01836,0.69284,0.52957,0.58678,0.36738,1.50635,1.60064,0.02296,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
95,17429.1,1.47625,1.13595,0.01828,0.70022,0.52869,0.58884,0.36799,1.50835,1.59537,0.02301,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
96,17603.3,1.46996,1.13082,0.01818,0.68555,0.54028,0.58913,0.3676,1.50981,1.59456,0.02303,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
97,17778.1,1.4732,1.13678,0.01825,0.69052,0.53624,0.58909,0.36743,1.50965,1.59303,0.02302,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
98,17951.3,1.47003,1.12851,0.0181,0.69566,0.53426,0.58874,0.36748,1.50839,1.59421,0.02301,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
99,18124.9,1.47281,1.14226,0.01819,0.68962,0.53464,0.58909,0.36747,1.50847,1.59164,0.02301,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
100,18299.2,1.46215,1.12005,0.01802,0.69644,0.53283,0.58908,0.3672,1.51017,1.59137,0.02301,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
101,18472.1,1.46981,1.12145,0.01817,0.69141,0.5342,0.58852,0.3668,1.50963,1.59366,0.02299,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
